阿達　　雅志,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成26年、28年、令和4年／当選 3 回","令和7年4月17日現在
総務委員会
国家基本政策委員会
災害対策特別委員会","昭和３４年９月２７日京都市生まれ、福井県、大阪府で育つ。私立洛星中学・高校を経て、昭和５８年東京大学法学部卒業。同年住友商事株式会社入社。鉄道車輌の輸出営業、米国車輌工場勤務後、ニューヨーク大学ロー・スクールにて比較法修士（ＭＣＪ）、法学修士（ＬＬＭ）を取得。平成５年米国ニューヨーク州弁護士登録。その後同社法務部、北京駐在勤務後、平成１２年退職。衆議院議員佐藤信二氏秘書。平成１６年ポール・ワイス外国法事務弁護士事務所勤務。日本大学法科大学院非常勤講師、東京大学大学院情報学環特任研究員を歴任。平成２６年１２月繰上げ当選。平成２８年９月党外交部会長（２期連続）。平成３０年１０月国土交通大臣政務官兼内閣府大臣政務官、令和２年内閣総理大臣補佐官（経済・外交担当）○著書「世界パラダイム・シフト」「政治家になった父から１８歳の息子へ（わが家の主権者教育）」
（令和４年１１月３０日現在）"
上田　　清司,国民民主党・新緑風会,"選挙区・比例区／当選年／当選回数：
選挙区（埼玉県）選出／令和元年、4年／当選 2 回","令和7年4月17日現在
財政金融委員会
政治改革に関する特別委員会
憲法審査会","昭和２３年５月福岡県福岡市生まれ。法政大学法学部卒業、早稲田大学大学院政治学研究科修了。新自由クラブ立党に参画。同党政策委員、全国青年局長。政策科学研究所政策委員。平成５年衆議院議員に初当選し３期務める。平成１５年埼玉県知事に初当選し４期務める。この間、総務省顧問、拓殖大学大学院客員教授、内閣地域主権戦略会議委員。全国知事会東日本大震災復興協力本部長、全国知事会会長など歴任○著書「法律はお役人のメシの種」
（令和４年１１月３０日現在）"
上野　　通子,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（栃木県）選出／平成22年、28年、令和4年／当選 3 回","令和7年4月17日現在
文教科学委員会
行政監視委員会
消費者問題に関する特別委員会
外交・安全保障に関する調査会","昭和３３年４月２１日栃木県生まれ。昭和５６年共立女子大学文芸学部卒業。昭和５６年４月より宇都宮学園高等学校教諭。昭和６０年４月宇都宮文星女子高等学校教諭。平成１２年４月文星国際交流センター長。平成１５年４月栃木県議会議員・文教警察委員会。平成１６年３月厚生環境委員会。平成１７年３月農林委員会・児童・高齢者虐待問題対策特別委員会委員長。平成１８年９月決算特別委員会。平成１９年４月栃木県議会議員再選（２期）、５月生活保健福祉委員会副委員長。平成２０年３月農林環境委員会委員長。平成２１年議会運営委員会。平成２２年参議院議員選挙栃木選挙区にて初当選。党女性局長。文部科学大臣政務官。文教科学委員長。文部科学副大臣○現在文教科学委員会理事、党広報本部新聞出版局長
（令和４年１１月３０日現在）"
臼井　　正一,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（千葉県）選出／令和4年／当選 1 回","令和7年4月17日現在
文教科学委員会
予算委員会（理）
政府開発援助等及び沖縄・北方問題に関する特別委員会（理）
政治改革に関する特別委員会
憲法審査会（幹）","昭和５０年１月８日千葉県習志野市生まれ。日本大学文理学部卒業。株式会社オリエンタルランド勤務。千葉県議会議員５期。公益財団法人千葉県肢体不自由児協会理事長、千葉県野球協会会長、稲毛浅間神社責任役員総代、千葉県トライアスロン連合会長、千葉県バウンドテニス協会会長、千葉県綱引連盟会長、千葉県バトン協会会長、ちば海浜スポーツ連盟会長、千葉県自衛隊協力会連合会青年部会副会長、千葉市消防団第１８分団２部所属、公益社団法人千葉青年会議所ＯＢ特別会員、千葉ネオライオンズクラブ所属
（令和４年１１月３０日現在）"
打越　さく良[村木　さく良],立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
選挙区（新潟県）選出／令和元年／当選 1 回","令和7年4月17日現在
法務委員会
北朝鮮による拉致問題等に関する特別委員会（理）
憲法審査会","１９６８年１月北海道旭川市生まれ。お茶の水女子大学附属高等学校卒業、東京大学教養学部及び教育学部卒業。東京大学大学院教育学研究科博士課程中途退学。２０００年弁護士登録（第二東京弁護士会）。２０１９年新潟県弁護士会に登録替え○医学部入試における女性差別対策弁護団共同代表、第１次夫婦別姓訴訟弁護団事務局長、第２次夫婦別姓訴訟弁護団副団長、児童相談所嘱託弁護士、日本司法支援センター嘱託弁護士等を務めてきた○単著に「第３版ＤＶ事件の実務　相談から保護命令・離婚事件まで」、「レンアイ、基本のキ　好きになったら何でもＯＫ？」、「なぜ妻は突然、離婚を切り出すのか」、共著に「右派はなぜ家族に介入したがるのか」、「司法の現場で働きたい！弁護士・裁判官・検察官」、「私にとっての憲法」
（令和４年１１月３０日現在）"
梅村　みずほ,日本維新の会,"選挙区・比例区／当選年／当選回数：
選挙区（大阪府）選出／令和元年／当選 1 回","令和7年4月17日現在
経済産業委員会（理）
東日本大震災復興特別委員会
外交・安全保障に関する調査会","昭和５３年９月１０日、愛知県名古屋市生まれ。愛媛県、山口県、滋賀県、富山県に育つ。富山県立呉羽高等学校、立命館大学文学部卒業。平成１３年、株式会社ＪＴＢに入社し、旅行営業業務に従事。平成１５年、フリーアナウンサーへ転向。大阪・京都を中心にリポーター、キャスター、ナレーターとして活動。平成２９年より話し方教室運営。京都橘大学非常勤講師、京都府高等学校文化連盟放送専門部講師。令和元年、第２５回通常選挙において大阪府選挙区より初当選
（令和４年１１月３０日現在）"
江島　　　潔,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（山口県）選出／平成25年、28年、令和4年／当選 3 回","令和7年4月17日現在
国土交通委員会
予算委員会
政府開発援助等及び沖縄・北方問題に関する特別委員会
東日本大震災復興特別委員会","昭和３２年４月２日生まれ。本籍地、山口県下関市。昭和５１年都立戸山高校卒業。昭和５５年東京大学工学部合成化学科卒業。昭和５７年東京大学大学院工学系研究科修了。同年千代田化工建設株式会社入社、技師。平成２年東亜大学講師、水産大学校非常勤講師。平成７年下関市長（以後連続４期）。平成２２年倉敷芸術科学大学客員教授○平成２５年４月参議院山口県選挙区選出議員補欠選挙で初当選（以後連続３期）。平成２７年国土交通大臣政務官（第３次安倍改造内閣）、平成２８年自由民主党内閣第１部会長、平成２９年自由民主党水産部会長、平成３０年東日本大震災復興特別委員長、令和元年農林水産委員長、令和２年経済産業副大臣・内閣府副大臣（菅内閣）、令和３年議院運営委員会筆頭理事等を歴任○現在自由民主党総務会副会長、他
（令和４年１１月３０日現在）"
衛藤　　晟一,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成19年、25年、令和元年／当選 3 回","令和7年4月17日現在
厚生労働委員会
北朝鮮による拉致問題等に関する特別委員会
憲法審査会","昭和２２年１０月１日、大分市に生まれる。昭和４５年大分大学経済学部を卒業。昭和４８年、大分市議会議員に２５歳で当選。市議会議員２期目に大分県議会議員に挑戦し、当選。昭和５４年から昭和６１年まで大分県議会議員を２期務め、平成２年、衆議院議員に初当選。当選後、自民党社会部会長、運輸政務次官、自民党政務調査会副会長、衆議院厚生労働委員長、厚生労働副大臣を歴任。平成１９年の参議院議員選挙に比例区から出馬し、当選、現在３期目。内閣総理大臣補佐官、一億総活躍・少子化担当大臣○現在自民党党紀委員長、少子化対策調査会長○主な著書は、「日本を変える」「保守革命宣言」「教育正常化への道」等○衆議院議員当選４回
（令和４年１１月３０日現在）"
小川　　克巳,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成28年、令和７年／当選 2 回","令和7年4月17日現在
法務委員会
行政監視委員会（理）
災害対策特別委員会
東日本大震災復興特別委員会（理）","昭和２６年８月３１日福岡県北九州市生まれ○昭和４８年３月労働福祉事業団九州リハビリテーション大学校卒業、理学療法士として病院勤務後、昭和５６年４月熊本リハビリテーション学院開校に伴い専任講師に就任。以降３０年にわたって理学療法士養成教育にあたる。その間、昭和５７年４月から熊本商科大学（現・熊本学園大学）にて学び、同６１年３月卒業。商学士○平成４年から１１年間、社団法人熊本県理学療法士協会会長。平成１２年から通算２４年間、公益社団法人日本理学療法士協会理事・副会長○平成２３年沖縄リハビリテーション福祉学院副学院長就任○平成２８年参議院議員初当選○厚労、議運等各委員、政審副会長、国対副委員長等を歴任。令和２年１０月厚生労働委員長○令和７年１月参議院議員繰り上げ当選○著書「理学療法ハンドブック」他○平成２７年６月厚生労働大臣表彰○令和４年１１月旭日中綬章
（令和７年２月２５日現在）"
小沢　　雅仁,立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
比例代表選出／令和元年／当選 1 回","令和7年4月17日現在
総務委員会
東日本大震災復興特別委員会（長）
憲法審査会","昭和４０年８月１３日、山梨県甲府市に生まれる。昭和５９年３月山梨県立甲府西高校を卒業後、神奈川県戸塚郵便局郵便課に入局。昭和６２年３月山梨県甲府中央郵便局に異動。要求交渉などを通じ組合活動の重要性を認識し支部執行委員として交渉に注力。平成８年７月関東地本専従役員として組合活動の先頭に立つ。平成１９年１０月ＪＰ労組結成。中央執行委員となり、広報部長、労働条件担当部長、政治部長、企画局次長を歴任。平成２７年南関東地本委員長。平成２９年中央副執行委員長。同年ＪＰ労組組織内議員候補となり令和元年７月参議院選挙で初当選○現在立憲民主党参議院比例第１４総支部長
（令和４年１１月３０日現在）"
小沼　　　巧,立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
選挙区（茨城県）選出／令和元年／当選 1 回","令和7年4月17日現在
国土交通委員会
予算委員会
政治改革に関する特別委員会（理）","昭和６０年１２月２１日茨城県鉾田市に生まれる、清真学園高等学校・早稲田大学政治経済学部政治学科卒業、タフツ大学フレッチャー法律外交大学院国際ビジネス学修士○経済産業省貿易管理部、経済産業大臣室、資源エネルギー庁、商務流通保安グループ、通商政策局○ボストン・コンサルティング・グループ○現在国民生活・経済及び地方に関する調査会理事、農林水産委員会、地方デジタル特別委員会所属、立憲民主党茨城県連幹事長
（令和４年１１月３０日現在）"
小野田　紀美,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（岡山県）選出／平成28年、令和4年／当選 2 回","令和7年4月17日現在
環境委員会（理）
予算委員会
政治改革に関する特別委員会
地方創生及びデジタル社会の形成等に関する特別委員会
政治倫理審査会","昭和５７年１２月７日生まれ。岡山県瀬戸内市邑久町虫明出身。邑久町立裳掛小学校、清心中学校、清心女子高等学校、拓殖大学政経学部政治学科卒業。ＣＤ・ゲーム制作会社にて広報・プロモーション・制作などを担当。東京都北区議会議員を務めた後、平成２８年第２４回参議院議員選挙にふるさとである岡山県選挙区から立候補し、初当選○党政調副会長、党参政審副会長、党過疎対策特別委員会事務局次長、党クールジャパン特命委員会、参農林水産委員、党農林副部会長、党外交副部会長、法務大臣政務官○現在防衛大臣政務官、参外交防衛委員、参災害対策特別委員
（令和４年１１月３０日現在）"
尾辻　　秀久,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（鹿児島県）選出／平成元年、7年、13年、19年、25年、令和元年／当選 6 回","令和7年4月17日現在
環境委員会","昭和１５年１０月２日鹿児島県に生まれ、３歳の時父親をソロモン諸島海域で亡くした戦没者遺児、鹿児島市立玉龍高校を経て同３４年防衛大学校入学、在学中母親にも逝かれ、１人残された妹の為故郷へ帰る、同３９年東京大学入学、同４１年国産車にて世界一周の旅に出る、アルバイトをしながら５か年を要し７０か国を巡る（現在１００余か国）、同４６年２月帰国後、旅行家兼ルポライターとなり東京大学を中退○昭和５４年４月鹿児島県議に当選、以後連続２期当選、同６０年５月（財）鹿児島県遺族会長○平成元年７月参議院議員比例代表選挙当選、総務、沖縄開発政務次官、国民福祉委員長、財務副大臣、党厚労部会長、厚労大臣、（財）日本遺族会会長、参議院自民党議員会長、参議院副議長○現在参議院議長、一般財団法人日本遺族会名誉顧問○著書「ボッケモン世界を行く」「アフリカ旅日記」「旅また人生」
（令和４年１１月３０日現在）"
越智　　俊之,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／令和4年／当選 1 回","令和7年4月17日現在
経済産業委員会
決算委員会（理）
地方創生及びデジタル社会の形成等に関する特別委員会
外交・安全保障に関する調査会（理）","昭和５３年３月９日、広島県江田島市生まれ○平成１３年３月法政大学工学部土木工学科卒業○平成１３年８月三興建設（株）入社。平成２２年８月三興建設（株）専務取締役就任。平成２７年５月広島県商工会青年部連合会会長就任。平成２９年５月全国商工会青年部連合会会長就任。令和元年５月全国商工会青年部連合会相談役就任。令和３年６月全国商工会連合会商工会未来創造本部長就任。令和３年７月（株）ご安航代表取締役就任
（令和４年１１月３０日現在）"
大家　　敏志,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（福岡県）選出／平成22年、28年、令和4年／当選 3 回","令和7年4月17日現在
財政金融委員会
懲罰委員会
政府開発援助等及び沖縄・北方問題に関する特別委員会","昭和４２年７月１７日福岡県生まれ。久留米大学附設中・高、北九州大学法学部卒業。自由民主党福岡県支部連合会職員、参議院議員秘書を経て、平成１１年福岡県議会議員当選（３期）。平成２２年参議院議員当選。平成２４年議院運営委員会理事。平成２５年予算委員会理事。平成２６年財務大臣政務官（第２次安倍改造内閣・第３次安倍内閣）。平成２８年財政金融委員長。参議院議員当選（２期）。令和元年議院運営委員会筆頭理事。令和３年財務副大臣。令和４年参議院議員当選（３期）。自由民主党政務調査会長代理（現在）
（令和４年１１月３０日現在）"
大島　九州男,れいわ新選組,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成19年、25年、令和5年／当選 3 回","令和7年4月17日現在
内閣委員会
行政監視委員会
政府開発援助等及び沖縄・北方問題に関する特別委員会
国民生活・経済及び地方に関する調査会","昭和３６年６月１１日、福岡県直方市に生まれる。昭和５９年、日本大学法学部政治経済学科を卒業。平成３年より連続３期、直方市市議会議員を務める。平成５年、全国若手市議会議員の会、２代目会長就任。平成１１年、（社）全国学習塾協会常任理事就任。平成１８年、福岡県中小企業団体中央会青年部連絡協議会会長就任。平成１９年７月、参議院議員初当選。行政監視委員会筆頭理事等を歴任。平成１９年１１月、福岡県直方商工会議所顧問就任。平成２５年７月、参議院議員当選（２期目）。平成２６年９月、内閣委員長就任。令和５年１月参議院議員当選（３期目）○現在内閣委員会委員、行政監視委員会委員、政府開発援助等及び沖縄・北方問題に関する特別委員会委員
（令和５年２月２４日現在）"
大椿　ゆうこ[大椿　　裕子],立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
比例代表選出／令和5年／当選 1 回","令和7年4月17日現在
厚生労働委員会
決算委員会
消費者問題に関する特別委員会","１９７３年８月１４日、岡山県高梁市生まれ。四国学院大学社会学部社会福祉士学科卒業。就職氷河期世代で、２０代、３０代と非正規雇用を掛け持ちしながら暮らす。２００４年、ＮＰＯ法人被災地障害者センターに就職、地域で自立生活する障害者の支援に携わる。２００６年関西学院大学に就職、障害のある学生の就学支援コーディネーターとして勤務。２０１０年、上限４年の有期雇用を理由に雇い止め解雇となる。労働組合に加入し、継続雇用を求め３年９か月間闘うが、原職復帰は叶わず。２０１１年から大阪教育合同労働組合の専従役員として主に非正規労働者の権利獲得のために活動。２０１６年同労組執行委員長。２０１９年第２５回参議院議員選挙（全国比例）、２０２１年第４９回衆議院選挙（大阪９区）、２０２２年第２６回参議院選挙（全国比例）に立候補するが落選。２０２１年社民党副党首就任。２０２３年４月繰上げ当選
（令和５年６月２日現在）"
大野　　泰正,各派に属しない議員,"選挙区・比例区／当選年／当選回数：
選挙区（岐阜県）選出／平成25年、令和元年／当選 2 回","令和7年4月17日現在
財政金融委員会","昭和３４年５月生まれ。本籍は岐阜県山県郡美山町（現山県市）○慶應義塾大学法学部政治学科卒業後、昭和５７年全日本空輸（株）に勤務。平成２年より運輸大臣秘書官、参議院議員公設秘書を経て平成１５年に岐阜県議会議員初当選（３期）○平成２５年に参議院選挙初当選○国土交通委員会筆頭理事、文教科学委員会筆頭理事、経済産業委員会筆頭理事、ＯＤＡに関する特別委員会理事○平成２８年８月国土交通大臣政務官。安全・危機管理及び海上保安関係施策並びに道路、海事、港湾及び国際関係施策を担当○自民党副幹事長、経済産業部会副部会長を歴任○現在予算委員会理事、災害対策特別委員会筆頭理事、国土交通委員会委員、参議院自民党国会対策筆頭副委員長、政策審議会ワクチンパスポートＰＴ座長、地方組織・議員総局次長、運輸交通関係団体副委員長、航空対策特別委員会事務局次長
（令和４年１１月３０日現在）"
太田　　房江[齊藤　　房江],自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（大阪府）選出／平成25年、令和元年／当選 2 回","令和7年4月17日現在
内閣委員会
決算委員会
地方創生及びデジタル社会の形成等に関する特別委員会
東日本大震災復興特別委員会","昭和２６年６月２６日広島県呉市生まれ。愛知県時習館高等学校、東京大学経済学部卒業○昭和５０年通商産業省入省、住宅産業課長、近畿通商産業局総務企画部長、消費経済課長を経て平成９年岡山県副知事、平成１１年通商産業大臣官房審議官に就任○平成１２年より大阪府知事を２期８年務める（全国初の女性知事）○平成２５年参議院選挙に比例代表として初当選○厚生労働大臣政務官、自民党女性局長などを歴任○令和元年参議院選挙で大阪選挙区より立候補、当選を果たす○現在経済産業副大臣、原子力災害現地対策本部長、経済産業委員会委員、国家基本政策委員会委員
（令和４年１１月３０日現在）"
岡田　　直樹,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（石川県）選出／平成16年、22年、28年、令和4年／当選 4 回","令和7年4月17日現在
法務委員会
懲罰委員会","昭和３７年６月９日石川県金沢市生まれ。金沢大学附属高を経て同６１年東京大学文学部卒業。東京大学法学部に学士入学し平成元年卒業○同年北國新聞社に入社し、政治部記者、論説委員等を歴任。北朝鮮で拉致問題を取材し政治を志した○１４年３月石川県議会補欠選挙当選○１６年７月参議院議員初当選。外交、安全保障に取り組み、自民党新憲法草案の起草にも加わった○１９年から議運理事、国対副委員長としてねじれ国会の正常化に奔走○２０年８月国土交通大臣政務官。ソマリア沖海賊対策や整備新幹線推進に注力○２３年１０月国土交通委員長。東日本大震災の復旧・復興に当たる○２４年１０月議運筆頭理事○２５年１０月から参院自民党国対委員長代理。党整備新幹線等鉄道調査会幹事長も務める○２７年１０月財務副大臣○２９年８月参院自民党幹事長代行○令和元年９月内閣官房副長官（安倍・菅内閣）○３年９月参院自民党国会対策委員長○４年８月内閣府特命担当大臣
（令和４年１１月３０日現在）"
奥村　　政佳,立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
比例代表選出／令和6年／当選 1 回","令和7年4月17日現在
内閣委員会
予算委員会
東日本大震災復興特別委員会","昭和５３年３月３０日、大阪府大阪市生まれ。寝屋川市立第五小学校、大阪教育大学附属天王寺中学校、大阪教育大学附属高等学校天王寺校舎、筑波大学第一学群自然学類、横浜国立大学大学院教育学研究科卒○気象予報士、防災士、保育士、幼稚園教諭一種○修士（教育学）○１７歳（当時日本最年少）で気象予報士資格を取得。大学在学中にフジテレビ系列ＴＶ番組の企画「ハモネプ」優勝、日本にアカペラ文化とボイパを広める。平成１３年、アカペラボーカルバンドＲＡＧＦＡＩＲでメジャーデビュー、第５３回ＮＨＫ紅白歌合戦出場。同２４年より横浜市内の保育所で保育士として勤務。同２５年、北海道大学科学技術コミュニケーター養成プログラム修了。同２９年、未就学児に対する気象教育研究などの業績で日本気象学会奨励賞受賞。令和３年より横浜国立大学台風科学技術研究センター。センター長補佐、活動支援チームリーダーを経て、ＩＭＳ客員研究員○令和６年５月繰上当選
（令和６年６月１９日現在）"
鬼木　　　誠,立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
比例代表選出／令和4年／当選 1 回","令和7年4月17日現在
内閣委員会
行政監視委員会（理）
災害対策特別委員会（理）
資源エネルギー・持続可能社会に関する調査会","１９６３年１２月７日福岡県筑紫郡筑紫野町（現・筑紫野市）生まれ。福岡県立筑紫高校卒業。１９８２年６月、福岡県庁入職。以来、県税事務所、保健所などで税務、公衆衛生、環境などの職務に従事。入職後すぐ労働組合に参加し、福岡県職員労働組合書記長、同執行委員長などを歴任。２０１４年、自治労中央執行委員に選出され、自治労組織対策局長に就任。同総合公共民間局長を経て、２０１９年９月より自治労本部書記長。２０２２年の参議院議員選挙にて初当選
（令和４年１１月３０日現在）"
加田　　裕之,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（兵庫県）選出／令和元年／当選 1 回","令和7年4月17日現在
厚生労働委員会
行政監視委員会
災害対策特別委員会","昭和４５年６月８日神戸市生まれ。平成５年甲南大学法学部を卒業後、神戸新聞マーケティングセンター企画編集部に勤務。阪神・淡路大震災後、被災地の復興状況を精力的に取材する中で、被災者の生の声に触れたことが政治の世界に入るきっかけとなる。平成８年に当時県議会議員であった奥谷通事務所に入所し、平成１０年衆議院議員奥谷通公設第二秘書を経て、平成１５年兵庫県議会議員選挙（神戸市長田区選挙区）で初当選。以来４期１６年にわたり県議会議員を務め、平成２５年、第１２１代兵庫県議会副議長、平成２９年、自民党県議団幹事長。令和元年７月、参議院議員選挙（兵庫県選挙区）において初当選。経済産業委員会理事。令和３年１１月、法務大臣政務官に就任。令和４年９月法務委員会理事、参自民国対副委員長
（令和４年１１月３０日現在）"
加藤　　明良,自由民主党,"選挙区・比例区／当選年／当選回数：
選挙区（茨城県）選出／令和4年／当選 1 回","令和7年4月17日現在
経済産業委員会
国家基本政策委員会
災害対策特別委員会
憲法審査会","昭和４３年２月７日茨城県水戸市生まれ。平成３年専修大学商学部卒業○平成３年４月よりニュージーランドオークランドホールディングス出向社員として現地赴任を経て、平成４年１０月より平成１９年７月まで参議院議員狩野安公設秘書、平成１９年７月より平成２２年１０月まで参議院議員長谷川大紋公設秘書を務める○平成２２年１２月の茨城県議会議員選挙（水戸市・城里町選挙区）で初当選。土木企業立地推進委員会委員長、議会運営委員会副委員長、自民党茨城県支部連合会遊説局長、広報本部長、総務会副会長等を歴任（令和４年４月まで３期１１年）○令和４年７月１０日の参議院議員通常選挙において初当選○茨城県フェンシング協会会長、茨城県太極拳協会会長、水戸市サッカー協会会長、水戸市水泳協会会長、茨城県トライアスロン協会副会長、水戸市陸上競技協会顧問、茨城県遺族連合会青年部長
（令和４年１１月３０日現在）"
嘉田　由紀子,日本維新の会,"選挙区・比例区／当選年／当選回数：
選挙区（滋賀県）選出／令和元年／当選 1 回","令和7年4月17日現在
法務委員会
予算委員会
災害対策特別委員会","１９５０年５月１８日、埼玉県本庄市の養蚕農家生まれ。熊谷女子高校卒、京都大学農学部卒、京都大学大学院博士後期課程修了、米ウィスコンシン大学大学院修士課程修了、京都大学農学博士。京大探検部員としてアフリカ調査で水と環境の価値発見。日本では滋賀の歴史・琵琶湖の美しさに感動、琵琶湖研究開始。仕事と子育ての両立に奮闘しながら滋賀県職員として琵琶湖博物館の創設に携わった。京都精華大学教授を経て２００６年公共事業を見直し人に投資する「もったいない政策」で滋賀県知事に初当選。２０１０年過去最多得票で再選。出生率向上や高齢者の寿命日本一、ダムだけに頼らない流域治水政策を実現。２０１４年勇退、びわこ成蹊スポーツ大学学長。編著書は『命をつなぐ政治を求めて』『環境社会学』など多数。元環境社会学会会長。世界各国でのフィールドワーク研究に基づく比較社会学的観点から政策を提案。２０１９年滋賀県選挙区より初当選
（令和４年１１月３０日現在）"
梶原　　大介,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／令和4年／当選 1 回","令和7年4月17日現在
環境委員会（理）
議院運営委員会
災害対策特別委員会（理）
東日本大震災復興特別委員会（理）
憲法審査会","昭和４８年１０月２９日生まれ、出生地高知県南国市、出身地高知県香南市○国立高知工業高等専門学校土木工学科卒業○民間会社勤務などを経て、元参議院議員公設秘書○高知県議会議員１期目当選○高知県議会議員２期目当選○元高知県議会企画建設委員会委員長○元高知県監査委員○元高知県議会総務委員会委員長○元自由民主党高知県支部連合会組織広報委員長○高知県議会議員３期目当選○元自由民主党高知県支部連合会政務調査会長○元高知県議会副議長○元高知県議会商工農林水産委員会委員長○元自由民主党高知県支部連合会総務会長○元高知県議会運営委員会委員長○元自由民主党高知県支部連合会幹事長○高知県議会議員４期目当選○高知県パークゴルフ協会会長
（令和４年１１月３０日現在）"
片山　さつき,自由民主党,"選挙区・比例区／当選年／当選回数：
比例代表選出／平成22年、28年、令和4年／当選 3 回","令和7年4月17日現在
法務委員会
決算委員会（長）
憲法審査会","昭和３４年埼玉県さいたま市生まれ。筑波大学附属中、高（文京区）卒業。同５７年東京大学法学部卒業後大蔵省入省。同６０年フランス国立行政学院（ＥＮＡ）ＣＳＥ修了。広島国税局海田税務署長（西日本女性初）、Ｇ７政府代表団員（女性初）、横浜税関総務部長、主計局主計官（女性初）等○平成１７年、衆議院議員選挙静岡県７区に出馬、選挙区で当選。経済産業大臣政務官、党広報局長等○同２１年衆議院選挙後、千葉商科大学大学院教授○同２２年全国比例区参議院議員選挙、党トップ当選（約３０万票）。総務大臣政務官、党総務副会長、参院外交防衛委員長等○同２８年同参議院議員再選（約４０万票）。党政調会長代理等○内閣府特命担当大臣（地方創生・規制改革・女性活躍等）○党総務会長代理○党外国人労働者等特別委員長○党金融調査会長○令和４年全国比例区参議院議員選挙、党女性トップ当選（約３０万票）。党副幹事長○主著は「未病革命２０３０」「スーパーシティ」○座右の銘は「日新日々新」○衆議院当選１回
（令和４年１１月３０日現在）"
片山　　大介,日本維新の会,"選挙区・比例区／当選年／当選回数：
選挙区（兵庫県）選出／平成28年、令和4年／当選 2 回","令和7年4月17日現在
内閣委員会
国家基本政策委員会
憲法審査会（幹）","昭和４１年１０月６日生まれ。出身地・岡山県○昭和６０年３月、東京都立青山高等学校を卒業。平成４年３月、慶應義塾大学理工学部管理工学科を卒業○平成４年４月、日本放送協会に記者として入局。水戸放送局と福島放送局の勤務を経て、報道局・社会部に配属。社会部時代は、主に皇室の取材を担当。皇室のご慶事などでＴＶ解説や中継を行う○平成２４年３月、早稲田大学大学院公共経営研究科を修了。仕事のかたわら１年間、大学院に通い、地方自治の課題を学ぶ。修士論文は「ＴＰＰ時代の日本農業の活路」○平成２７年１１月、日本放送協会を退職○平成２８年７月、兵庫県選挙区より参議院議員に初当選
（令和４年１１月３０日現在）"
勝部　　賢志,立憲民主・社民・無所属,"選挙区・比例区／当選年／当選回数：
選挙区（北海道）選出／令和元年／当選 1 回","令和7年4月17日現在
財政金融委員会
懲罰委員会（長）","昭和３４年９月６日、北海道千歳市東雲町に生まれる。昭和５９年３月北海道教育大学札幌分校卒業。昭和５９年４月江別市立大麻東小学校勤務、平成２年４月厚田村立厚田小学校勤務、平成５年４月千歳市立北栄小学校勤務、平成１０年北教組石狩支部専従書記次長、平成１２年北教組石狩支部専従書記長、平成１５年北海道議会議員（１期）、平成１９年北海道議会議員（２期）、平成２３年北海道議会議員（３期）、平成２７年北海道議会議員（４期）、平成２９年北海道議会副議長就任、平成３１年北海道議会議員任期満了、令和元年７月第２５回参議院議員選挙北海道選挙区で当選（１期）○現在党北海道参議院選挙区第二総支部長、財政金融委員会委員、議院運営委員会理事、政府開発援助等及び沖縄・北方問題に関する特別委員会委員
（令和４年１１月３０日現在）"
金子　　道仁,日本維新の会,"選挙区・比例区／当選年／当選回数：
比例代表選出／令和4年／当選 1 回","令和7年4月17日現在
文教科学委員会
予算委員会（理）
地方創生及びデジタル社会の形成等に関する特別委員会","昭和４５年２月２０日神奈川県横浜市磯子区根岸に生まれる。私立栄光学園高等学校を経て平成４年東京大学法学部卒業。同年に外務省に入省。在スペイン日本国大使館、本省中南米局中南米第一課、条約局法規課に勤務。平成１０年同省を退官。同年より宗教法人グッド・サマリタン・チャーチ勤務（平成１５年より牧師）。平成１２年よりフリースクール「光の子どもクリスチャンスクール」副校長。平成２２年より社会福祉法人グッド・サマリタン理事（平成２８年より理事長）。平成２５年より単位通信制高等学校相生学院高等学校猪名川校校長。令和４年７月の参議院選挙全国比例区にて日本維新の会公認候補として初当選
（令和４年１１月３０日現在）"
